665,253,11:55:27
674,266,11:55:27
663,261,11:55:27
660,234,11:55:27
671,219,11:55:27
675,241,11:55:27
678,248,11:55:27
664,238,11:55:27
682,245,11:55:27
670,234,11:55:28
667,246,11:55:28
675,281,11:55:28
668,282,11:55:28
690,281,11:55:28
685,285,11:55:28
674,277,11:55:28
689,281,11:55:28
